10ClassKind	10DepthInKind	icd10Code	icd10Chapter	icd10Title	ICD-11 FoundationURI	icd11Title	2024-Jan-21
Category	2	T54.9	XIX	Toxic effect: Corrosive substance, unspecified	http://id.who.int/icd/entity/374177176	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Corrosive substances	Subclass	-2
Category	1	T55	XIX	Toxic effect of soaps and detergents	http://id.who.int/icd/entity/1929818126	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Soaps or detergents	Equivalent	0
Category	1	T56	XIX	Toxic effect of metals	http://id.who.int/icd/entity/128704755	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Metals	Equivalent	0
Category	2	T56.0	XIX	Toxic effect: Lead and its compounds	http://id.who.int/icd/entity/358356779	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Metals, Lead or its compounds	Equivalent	0
Category	2	T56.1	XIX	Toxic effect: Mercury and its compounds	http://id.who.int/icd/entity/1880611519	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Metals, Mercury or its compounds	Equivalent	0
Category	2	T56.2	XIX	Toxic effect: Chromium and its compounds	http://id.who.int/icd/entity/79333954	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Metals, Chromium or its compounds	Equivalent	0
Category	2	T56.3	XIX	Toxic effect: Cadmium and its compounds	http://id.who.int/icd/entity/1643202516	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Metals, Cadmium or its compounds	Equivalent	0
Category	2	T56.4	XIX	Toxic effect: Copper and its compounds	http://id.who.int/icd/entity/304075840	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Metals, Copper or its compounds	Equivalent	0
Category	2	T56.5	XIX	Toxic effect: Zinc and its compounds	http://id.who.int/icd/entity/2002000342	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Metals, Zinc or its compounds	Equivalent	0
Category	2	T56.6	XIX	Toxic effect: Tin and its compounds	http://id.who.int/icd/entity/66668843	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Metals, Tin or its compounds	Equivalent	0
Category	2	T56.7	XIX	Toxic effect: Beryllium and its compounds	http://id.who.int/icd/entity/1722975423	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Metals, Beryllium or its compounds	Equivalent	0
Category	2	T56.8	XIX	Toxic effect: Other metals	http://id.who.int/icd/entity/128704755	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Metals	Subclass	-1
Category	2	T56.9	XIX	Toxic effect: Metal, unspecified	http://id.who.int/icd/entity/128704755	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Metals	Subclass	-1
Category	1	T57	XIX	Toxic effect of other inorganic substances	http://id.who.int/icd/entity/1658858855	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Other inorganic substances	Equivalent	0
Category	2	T57.0	XIX	Toxic effect: Arsenic and its compounds	http://id.who.int/icd/entity/161800108	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Other inorganic substances, Arsenic or its compounds	Equivalent	0
Category	2	T57.1	XIX	Toxic effect: Phosphorus and its compounds	http://id.who.int/icd/entity/1827607102	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Other inorganic substances, Phosphorus or its compounds	Equivalent	0
Category	2	T57.2	XIX	Toxic effect: Manganese and its compounds	http://id.who.int/icd/entity/406995649	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Other inorganic substances, Manganese or its compounds	Equivalent	0
Category	2	T57.3	XIX	Toxic effect: Hydrogen cyanide	http://id.who.int/icd/entity/2097778517	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Other inorganic substances, Hydrogen cyanide	Equivalent	0
Category	2	T57.8	XIX	Toxic effect: Other specified inorganic substances	http://id.who.int/icd/entity/1658858855	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Other inorganic substances	Subclass	-1
Category	2	T57.9	XIX	Toxic effect: Inorganic substance, unspecified	http://id.who.int/icd/entity/1658858855	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Other inorganic substances	Subclass	-1
Category	1	T58	XIX	Toxic effect of carbon monoxide	http://id.who.int/icd/entity/529086501	Harmful effects of or exposure to noxious substances, substances chiefly nonmedicinal as to source, carbon monoxide	Equivalent	0
Category	1	T59	XIX	Toxic effect of other gases, fumes and vapours	http://id.who.int/icd/entity/2059597233	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Other gases, fumes or vapours	Equivalent	0
Category	2	T59.0	XIX	Toxic effect: Nitrogen oxides	http://id.who.int/icd/entity/1540932759	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Other gases, fumes or vapours, Nitrogen oxides	Equivalent	0
Category	2	T59.1	XIX	Toxic effect: Sulfur dioxide	http://id.who.int/icd/entity/1049823491	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Other gases, fumes or vapours, Sulfur dioxide	Equivalent	0
Category	2	T59.2	XIX	Toxic effect: Formaldehyde	http://id.who.int/icd/entity/1245600252	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Other gases, fumes or vapours, Formaldehyde	Equivalent	0
Category	2	T59.3	XIX	Toxic effect: Lacrimogenic gas	http://id.who.int/icd/entity/796234858	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Other gases, fumes or vapours, Lacrimogenic gas	Equivalent	0
Category	2	T59.4	XIX	Toxic effect: Chlorine gas	http://id.who.int/icd/entity/1553663998	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Other gases, fumes or vapours, Chlorine gas	Equivalent	0
Category	2	T59.5	XIX	Toxic effect: Fluorine gas and hydrogen fluoride	http://id.who.int/icd/entity/969984616	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Other gases, fumes or vapours, Fluorine gas or hydrogen fluoride	Equivalent	0
Category	2	T59.6	XIX	Toxic effect: Hydrogen sulfide	http://id.who.int/icd/entity/1300077207	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Other gases, fumes or vapours, Hydrogen sulfide	Equivalent	0
Category	2	T59.7	XIX	Toxic effect: Carbon dioxide	http://id.who.int/icd/entity/674649859	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Other gases, fumes or vapours, Carbon dioxide	Equivalent	0
Category	2	T59.8	XIX	Toxic effect: Other specified gases, fumes and vapours	http://id.who.int/icd/entity/2059597233	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Other gases, fumes or vapours	Subclass	-1
Category	2	T59.9	XIX	Toxic effect: Gases, fumes and vapours, unspecified	http://id.who.int/icd/entity/2059597233	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Other gases, fumes or vapours	Subclass	-1
Category	1	T60	XIX	Toxic effect of pesticides	http://id.who.int/icd/entity/381589800	Harmful effects of or exposure to noxious substances, substances chiefly nonmedicinal as to source, pesticides	Equivalent	0
Category	2	T60.0	XIX	Toxic effect: Organophosphate and carbamate insecticides	http://id.who.int/icd/entity/49531833	Harmful effects of or exposure to noxious substances, substances chiefly nonmedicinal as to source, organophosphate or carbamate insecticides	Equivalent	0
Category	2	T60.1	XIX	Toxic effect: Halogenated insecticides	http://id.who.int/icd/entity/1740113453	Harmful effects of or exposure to noxious substances, substances chiefly nonmedicinal as to source, halogenated insecticides	Equivalent	0
Category	2	T60.2	XIX	Toxic effect: Other and unspecified insecticides	http://id.who.int/icd/entity/320165588	Harmful effects of or exposure to noxious substances, substances chiefly nonmedicinal as to source, other insecticides	Equivalent	0
Category	2	T60.3	XIX	Toxic effect: Herbicides and fungicides	http://id.who.int/icd/entity/1985911622	Harmful effects of or exposure to noxious substances, substances chiefly nonmedicinal as to source, herbicides or fungicides	Equivalent	0
Category	2	T60.4	XIX	Toxic effect: Rodenticides	http://id.who.int/icd/entity/95422674	Harmful effects of or exposure to noxious substances, substances chiefly nonmedicinal as to source, rodenticides	Equivalent	0
Category	2	T60.8	XIX	Toxic effect: Other pesticides	http://id.who.int/icd/entity/381589800	Harmful effects of or exposure to noxious substances, substances chiefly nonmedicinal as to source, pesticides	Subclass	-1
Category	2	T60.9	XIX	Toxic effect: Pesticide, unspecified	http://id.who.int/icd/entity/381589800	Harmful effects of or exposure to noxious substances, substances chiefly nonmedicinal as to source, pesticides	Subclass	-1
Category	1	T61	XIX	Toxic effect of noxious substances eaten as seafood	http://id.who.int/icd/entity/1945457842	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Noxious substances eaten as seafood	Equivalent	0
Category	2	T61.0	XIX	Toxic effect: Ciguatera fish poisoning	http://id.who.int/icd/entity/504038202	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Noxious substances eaten as seafood, Ciguatera fish poisoning	Equivalent	0
Category	2	T61.1	XIX	Toxic effect: Scombroid fish poisoning	http://id.who.int/icd/entity/2067844780	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Noxious substances eaten as seafood, Scombroid fish poisoning	Equivalent	0
Category	2	T61.2	XIX	Toxic effect: Other fish and shellfish poisoning	http://id.who.int/icd/entity/267230803	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Noxious substances eaten as seafood, Other fish poisoning	Equivalent	0
Category	2	T61.8	XIX	Toxic effect: Toxic effect of other seafoods	http://id.who.int/icd/entity/1945457842	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Noxious substances eaten as seafood	Subclass	-1
Category	2	T61.9	XIX	Toxic effect: Toxic effect of unspecified seafood	http://id.who.int/icd/entity/1945457842	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Noxious substances eaten as seafood	Subclass	-1
Category	1	T62	XIX	Toxic effect of other noxious substances eaten as food	http://id.who.int/icd/entity/123208781	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Other noxious substances eaten as food	Equivalent	0
Category	2	T62.0	XIX	Toxic effect: Ingested mushrooms	http://id.who.int/icd/entity/529310470	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Other noxious substances eaten as food, Ingested mushrooms	Equivalent	0
Category	2	T62.1	XIX	Toxic effect: Ingested berries	http://id.who.int/icd/entity/2059890324	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Other noxious substances eaten as food, Ingested berries	Equivalent	0
Category	2	T62.2	XIX	Toxic effect: Other ingested (parts of) plant(s)	http://id.who.int/icd/entity/241843821	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Other noxious substances eaten as food, Other ingested plant	Equivalent	0
Category	2	T62.8	XIX	Toxic effect: Other specified noxious substances eaten as food	http://id.who.int/icd/entity/123208781	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Other noxious substances eaten as food	Subclass	-1
Category	2	T62.9	XIX	Toxic effect: Noxious substance eaten as food, unspecified	http://id.who.int/icd/entity/123208781	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Other noxious substances eaten as food	Subclass	-1
Category	1	T63	XIX	Toxic effect of contact with venomous animals	http://id.who.int/icd/entity/234089809	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Venoms or toxins, Harmful effect of contact with other venomous animals	Equivalent	0
Category	2	T63.0	XIX	Toxic effect: Snake venom	http://id.who.int/icd/entity/1119330136	Harmful effects of or exposure to noxious substances, chiefly nonmedicinal as to source, not elsewhere classified	Subclass	0
Category	2	T63.1	XIX	Toxic effect: Venom of other reptiles	http://id.who.int/icd/entity/1119330136	Harmful effects of or exposure to noxious substances, chiefly nonmedicinal as to source, not elsewhere classified	Subclass	0
Category	2	T63.2	XIX	Toxic effect: Venom of scorpion	http://id.who.int/icd/entity/1119330136	Harmful effects of or exposure to noxious substances, chiefly nonmedicinal as to source, not elsewhere classified	Subclass	0
Category	2	T63.3	XIX	Toxic effect: Venom of spider	http://id.who.int/icd/entity/1119330136	Harmful effects of or exposure to noxious substances, chiefly nonmedicinal as to source, not elsewhere classified	Subclass	0
Category	2	T63.4	XIX	Toxic effect: Venom of other arthropods	http://id.who.int/icd/entity/1119330136	Harmful effects of or exposure to noxious substances, chiefly nonmedicinal as to source, not elsewhere classified	Subclass	0
Category	2	T63.5	XIX	Toxic effect: Toxic effect of contact with fish	http://id.who.int/icd/entity/234089809	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Venoms or toxins, Harmful effect of contact with other venomous animals	Subclass	-1
Category	2	T63.6	XIX	Toxic effect: Toxic effect of contact with other marine animals	http://id.who.int/icd/entity/234089809	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Venoms or toxins, Harmful effect of contact with other venomous animals	Subclass	-1
Category	2	T63.8	XIX	Toxic effect: Toxic effect of contact with other venomous animals	http://id.who.int/icd/entity/234089809	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Venoms or toxins, Harmful effect of contact with other venomous animals	Subclass	-1
Category	2	T63.9	XIX	Toxic effect: Toxic effect of contact with unspecified venomous animal	http://id.who.int/icd/entity/234089809	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Venoms or toxins, Harmful effect of contact with other venomous animals	Subclass	-1
Category	1	T64	XIX	Toxic effect of aflatoxin and other mycotoxin food contaminants	http://id.who.int/icd/entity/301816397	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Aflatoxin or other mycotoxin food contaminants	Equivalent	0
Category	1	T65	XIX	Toxic effect of other and unspecified substances	http://id.who.int/icd/entity/1958123481	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Other or unspecified substances chiefly nonmedicinal as to source	Equivalent	0
Category	2	T65.0	XIX	Toxic effect: Cyanides	http://id.who.int/icd/entity/620089928	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Cyanides	Equivalent	0
Category	2	T65.1	XIX	Toxic effect: Strychnine and its salts	http://id.who.int/icd/entity/1102979026	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Strychnine or its salts	Equivalent	0
Category	2	T65.2	XIX	Toxic effect: Tobacco and nicotine	http://id.who.int/icd/entity/890457901	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Tobacco	Equivalent	0
Category	2	T65.3	XIX	Toxic effect: Nitroderivatives and aminoderivatives of benzene and its homologues	http://id.who.int/icd/entity/1347977913	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Nitroderivatives or aminoderivatives of benzene or its homologues	Equivalent	0
Category	2	T65.4	XIX	Toxic effect: Carbon disulfide	http://id.who.int/icd/entity/599134509	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Carbon disulfide	Equivalent	0
Category	2	T65.5	XIX	Toxic effect: Nitroglycerin and other nitric acids and esters	http://id.who.int/icd/entity/1191042233	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Nitroglycerin or other nitric acids or esters	Equivalent	0
Category	2	T65.6	XIX	Toxic effect: Paints and dyes, not elsewhere classified	http://id.who.int/icd/entity/844139590	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Paints or dyes, not elsewhere classified	Equivalent	0
Category	2	T65.8	XIX	Toxic effect: Toxic effect of other specified substances	http://id.who.int/icd/entity/1119330136	Harmful effects of or exposure to noxious substances, chiefly nonmedicinal as to source, not elsewhere classified	Equivalent	0
Category	2	T65.9	XIX	Toxic effect: Toxic effect of unspecified substance	http://id.who.int/icd/entity/1119330136	Harmful effects of or exposure to noxious substances, chiefly nonmedicinal as to source, not elsewhere classified	Subclass	0
Block	1	T66-T78	XIX	Other and unspecified effects of external causes	http://id.who.int/icd/entity/609351978	Other or unspecified effects of external causes	Equivalent	0
Category	1	T66	XIX	Unspecified effects of radiation	http://id.who.int/icd/entity/1628608030	Secondary tumours due to late-delayed brain irradiation	Equivalent	0
Category	1	T67	XIX	Effects of heat and light	http://id.who.int/icd/entity/1699744436	Effects of heat	Equivalent	0
Category	2	T67.0	XIX	Heatstroke and sunstroke	http://id.who.int/icd/entity/965393145	Heat stroke	Equivalent	0
Category	2	T67.1	XIX	Heat syncope	http://id.who.int/icd/entity/1556182893	Heat syncope	Equivalent	0
Category	2	T67.2	XIX	Heat cramp	http://id.who.int/icd/entity/1699744436	Effects of heat	Subclass	-1
Category	2	T67.3	XIX	Heat exhaustion, anhydrotic	http://id.who.int/icd/entity/1294461448	Heat exhaustion due to fluid depletion	Equivalent	0
Category	2	T67.4	XIX	Heat exhaustion due to salt depletion	http://id.who.int/icd/entity/1699744436	Effects of heat	Subclass	-1
Category	2	T67.5	XIX	Heat exhaustion, unspecified	http://id.who.int/icd/entity/1699744436	Effects of heat	Subclass	-1
Category	2	T67.6	XIX	Heat fatigue, transient	http://id.who.int/icd/entity/791667961	Heat fatigue, transient	Equivalent	0
Category	2	T67.7	XIX	Heat oedema	http://id.who.int/icd/entity/1248078189	Heat oedema	Equivalent	0
Category	2	T67.8	XIX	Other effects of heat and light	http://id.who.int/icd/entity/1699744436	Effects of heat	Subclass	-1
Category	2	T67.9	XIX	Effect of heat and light, unspecified	http://id.who.int/icd/entity/1699744436	Effects of heat	Subclass	-1
Category	1	T68	XIX	Hypothermia	http://id.who.int/icd/entity/406396914	Hypothermia	Equivalent	0
Category	1	T69	XIX	Other effects of reduced temperature	http://id.who.int/icd/entity/2104676964	Other effects of reduced temperature	Equivalent	0
Category	2	T69.0	XIX	Immersion hand and foot	http://id.who.int/icd/entity/1811325382	Immersion hand or foot	Equivalent	0
Category	2	T69.1	XIX	Chilblains	http://id.who.int/icd/entity/247295056	Chilblains	Equivalent	0
Category	2	T69.8	XIX	Other specified effects of reduced temperature	http://id.who.int/icd/entity/2104676964	Other effects of reduced temperature	Subclass	-1
Category	2	T69.9	XIX	Effect of reduced temperature, unspecified	http://id.who.int/icd/entity/2104676964	Other effects of reduced temperature	Subclass	-1
Category	1	T70	XIX	Effects of air pressure and water pressure	http://id.who.int/icd/entity/1098633535	Effects of air pressure or water pressure	Equivalent	0
Category	2	T70.0	XIX	Otitic barotrauma	http://id.who.int/icd/entity/317319304	Otitic barotrauma	Equivalent	0
Category	2	T70.1	XIX	Sinus barotrauma	http://id.who.int/icd/entity/2007115038	Sinus barotrauma	Equivalent	0
Category	2	T70.2	XIX	Other and unspecified effects of high altitude	http://id.who.int/icd/entity/1098633535	Effects of air pressure or water pressure	Subclass	-1
Category	2	T70.3	XIX	Caisson disease [decompression sickness]	http://id.who.int/icd/entity/2133768908	Osteonecrosis in caisson disease	Equivalent	0
Category	2	T70.4	XIX	Effects of high-pressure fluids	http://id.who.int/icd/entity/363473891	Effects of high-pressure fluids	Equivalent	0
Category	2	T70.8	XIX	Other effects of air pressure and water pressure	http://id.who.int/icd/entity/1098633535	Effects of air pressure or water pressure	Subclass	-1
Category	2	T70.9	XIX	Effect of air pressure and water pressure, unspecified	http://id.who.int/icd/entity/1098633535	Effects of air pressure or water pressure	Subclass	-1
Category	1	T71	XIX	Asphyxiation	http://id.who.int/icd/entity/607132843	Asphyxiation	Equivalent	0
Category	1	T73	XIX	Effects of other deprivation	http://id.who.int/icd/entity/903250370	Effects of other deprivation	Equivalent	0
Category	2	T73.0	XIX	Effects of hunger	http://id.who.int/icd/entity/325994680	Effects of hunger	Equivalent	0
Category	2	T73.1	XIX	Effects of thirst	http://id.who.int/icd/entity/1982170402	Effects of thirst	Equivalent	0
Category	2	T73.2	XIX	Exhaustion due to exposure	http://id.who.int/icd/entity/42522077	Exhaustion due to exposure	Equivalent	0
Category	2	T73.3	XIX	Exhaustion due to excessive exertion	http://id.who.int/icd/entity/321220961	Effects of strenuous physical exercise	Subclass	0
Category	2	T73.8	XIX	Other effects of deprivation	http://id.who.int/icd/entity/76222516	Problems associated with drinking water or nutrition	Subclass	0
Category	2	T73.9	XIX	Effect of deprivation, unspecified	http://id.who.int/icd/entity/903250370	Effects of other deprivation	Subclass	-1
Category	1	T74	XIX	Maltreatment syndromes	http://id.who.int/icd/entity/491063206	Maltreatment	Subclass	0
Category	2	T74.0	XIX	Neglect or abandonment	http://id.who.int/icd/entity/491063206	Maltreatment	Subclass	-1
Category	2	T74.1	XIX	Physical abuse	http://id.who.int/icd/entity/282888955	Physical maltreatment	Equivalent	0
Category	2	T74.2	XIX	Sexual abuse	http://id.who.int/icd/entity/1192102653	Sexual maltreatment	Equivalent	0
Category	2	T74.3	XIX	Psychological abuse	http://id.who.int/icd/entity/491063206	Maltreatment	Subclass	-1
Category	2	T74.8	XIX	Other maltreatment syndromes	No Mapping			-1
Category	2	T74.9	XIX	Maltreatment syndrome, unspecified	http://id.who.int/icd/entity/491063206	Maltreatment	Subclass	0
Category	1	T75	XIX	Effects of other external causes	http://id.who.int/icd/entity/594796480	Effects of certain specified external causes	Equivalent	0
Category	2	T75.0	XIX	Effects of lightning	http://id.who.int/icd/entity/888140151	Effects of lightning	Equivalent	0
Category	2	T75.1	XIX	Drowning and nonfatal submersion	http://id.who.int/icd/entity/1369717987	Drowning or nonfatal submersion	Equivalent	0
Category	2	T75.2	XIX	Effects of vibration	http://id.who.int/icd/entity/621374492	Effects of vibration	Equivalent	0
Category	2	T75.3	XIX	Motion sickness	http://id.who.int/icd/entity/1078108554	Motion sickness	Equivalent	0
Category	2	T75.4	XIX	Effects of electric current	http://id.who.int/icd/entity/866923038	Effects of electric current	Equivalent	0
Category	2	T75.8	XIX	Other specified effects of other external causes	http://id.who.int/icd/entity/594796480	Effects of certain specified external causes	Subclass	-1
Category	1	T76	XIX	Unspecified effects of external causes	http://id.who.int/icd/entity/609351978	Other or unspecified effects of external causes	Subclass	-1
Category	1	T78	XIX	Adverse effects, not elsewhere classified	http://id.who.int/icd/entity/609351978	Other or unspecified effects of external causes	Subclass	-1
Category	2	T78.0	XIX	Anaphylactic shock due to adverse food reaction	http://id.who.int/icd/entity/1729383028	Anaphylaxis due to allergic reaction to food	Equivalent	0
Category	2	T78.1	XIX	Other adverse food reactions, not elsewhere classified	http://id.who.int/icd/entity/1028477872	Food hypersensitivity	Subclass	0
Category	2	T78.2	XIX	Anaphylactic shock, unspecified	http://id.who.int/icd/entity/1868068711	Anaphylaxis	Equivalent	0
Category	2	T78.3	XIX	Angioneurotic oedema	http://id.who.int/icd/entity/330898059	Idiopathic angioedema	Equivalent	0
Category	2	T78.4	XIX	Allergy, unspecified	http://id.who.int/icd/entity/642618805	Allergic or hypersensitivity conditions	Equivalent	0
Category	2	T78.8	XIX	Other adverse effects, not elsewhere classified	http://id.who.int/icd/entity/1341937641	Adverse effects, not elsewhere classified	Subclass	0
Category	2	T78.9	XIX	Adverse effect, unspecified	http://id.who.int/icd/entity/1341937641	Adverse effects, not elsewhere classified	Equivalent	0
Block	1	T79-T79	XIX	Certain early complications of trauma	http://id.who.int/icd/entity/716675709	Certain early complications of trauma, not elsewhere classified	Subclass	-1
Category	1	T79	XIX	Certain early complications of trauma, not elsewhere classified	http://id.who.int/icd/entity/716675709	Certain early complications of trauma, not elsewhere classified	Equivalent	0
Category	2	T79.0	XIX	Air embolism (traumatic)	http://id.who.int/icd/entity/2079097589	Air embolism, traumatic, not elsewhere classified	Equivalent	0
Category	2	T79.1	XIX	Fat embolism (traumatic)	http://id.who.int/icd/entity/514281313	Fat embolism, traumatic, not elsewhere classified	Equivalent	0
Category	2	T79.2	XIX	Traumatic secondary and recurrent haemorrhage	http://id.who.int/icd/entity/1779048350	Traumatic secondary or recurrent haemorrhage, not elsewhere classified	Equivalent	0
Category	2	T79.3	XIX	Post-traumatic wound infection, not elsewhere classified	http://id.who.int/icd/entity/255971852	Post traumatic wound infection, not elsewhere classified	Equivalent	0
Category	2	T79.4	XIX	Traumatic shock	http://id.who.int/icd/entity/2091860384	Traumatic shock, not elsewhere classified	Equivalent	0
Category	2	T79.5	XIX	Traumatic anuria	http://id.who.int/icd/entity/434408458	Traumatic anuria, not elsewhere classified	Equivalent	0
Category	2	T79.6	XIX	Traumatic ischaemia of muscle	http://id.who.int/icd/entity/1833557237	Traumatic ischaemia of muscle, not elsewhere classified	Equivalent	0
Category	2	T79.7	XIX	Traumatic subcutaneous emphysema	http://id.who.int/icd/entity/134353249	Traumatic subcutaneous emphysema, not elsewhere classified	Equivalent	0
Category	2	T79.8	XIX	Other early complications of trauma	http://id.who.int/icd/entity/716675709	Certain early complications of trauma, not elsewhere classified	Subclass	-1
Category	2	T79.9	XIX	Unspecified early complication of trauma	http://id.who.int/icd/entity/716675709	Certain early complications of trauma, not elsewhere classified	Subclass	-1
Block	1	T80-T88	XIX	Complications of surgical and medical care, not elsewhere classified	http://id.who.int/icd/entity/383104340	Injury or harm arising from surgical or medical care, not elsewhere classified	Equivalent	0
Category	1	T80	XIX	Complications following infusion, transfusion and therapeutic injection	http://id.who.int/icd/entity/286694084	Injury or harm arising following infusion, transfusion or therapeutic injection, not elsewhere classified	Equivalent	0
Category	2	T80.0	XIX	Air embolism following infusion, transfusion and therapeutic injection	http://id.who.int/icd/entity/495052649	Air embolism following infusion, transfusion or therapeutic injection	Equivalent	0
Category	2	T80.1	XIX	Vascular complications following infusion, transfusion and therapeutic injection	http://id.who.int/icd/entity/286694084	Injury or harm arising following infusion, transfusion or therapeutic injection, not elsewhere classified	Subclass	-1
Category	2	T80.2	XIX	Infections following infusion, transfusion and therapeutic injection	http://id.who.int/icd/entity/286694084	Injury or harm arising following infusion, transfusion or therapeutic injection, not elsewhere classified	Subclass	-1
Category	2	T80.3	XIX	ABO incompatibility reaction	http://id.who.int/icd/entity/1764538264	ABO incompatibility reaction	Equivalent	0
Category	2	T80.4	XIX	Rh incompatibility reaction	http://id.who.int/icd/entity/448930820	Rh incompatibility reaction	Equivalent	0
Category	2	T80.5	XIX	Anaphylactic shock due to serum	http://id.who.int/icd/entity/2139744662	Anaphylactic shock due to serum	Equivalent	0
Category	2	T80.6	XIX	Other serum reactions	http://id.who.int/icd/entity/186956137	Other serum reactions	Equivalent	0
Category	2	T80.8	XIX	Other complications following infusion, transfusion and therapeutic injection	http://id.who.int/icd/entity/286694084	Injury or harm arising following infusion, transfusion or therapeutic injection, not elsewhere classified	Subclass	-1
Category	2	T80.9	XIX	Unspecified complication following infusion, transfusion and therapeutic injection	http://id.who.int/icd/entity/286694084	Injury or harm arising following infusion, transfusion or therapeutic injection, not elsewhere classified	Subclass	-1
Category	1	T81	XIX	Complications of procedures, not elsewhere classified	http://id.who.int/icd/entity/1952274258	Injury or harm arising from a procedure, not elsewhere classified	Equivalent	0
Category	2	T81.0	XIX	Haemorrhage and haematoma complicating a procedure, not elsewhere classified	http://id.who.int/icd/entity/24719336	Haemorrhage or haematoma complicating a procedure, not elsewhere classified	Equivalent	0
Category	2	T81.1	XIX	Shock during or resulting from a procedure, not elsewhere classified	http://id.who.int/icd/entity/1164022950	Shock	Subclass	0
Category	2	T81.2	XIX	Accidental puncture and laceration during a procedure, not elsewhere classified	http://id.who.int/icd/entity/1162158629	Unintentional cut, puncture, or perforation during surgical and medical care	Equivalent	0
Category	2	T81.3	XIX	Disruption of operation wound, not elsewhere classified	http://id.who.int/icd/entity/1976860439	Disruption of operation wound, not elsewhere classified	Equivalent	0
Category	2	T81.4	XIX	Infection following a procedure, not elsewhere classified	http://id.who.int/icd/entity/1634086968	Surgical site infection	Equivalent	0
Category	2	T81.5	XIX	Foreign body accidentally left in body cavity or operation wound following a procedure	No Mapping			-1
